"sitename","siteid","datasetid","altitude","longitude","latitude"
"Lake A",1543,8296,440,-105.725,53.2375
"Lake B",1546,8298,553,-106.07917,53.8
"Lake BN7",1547,8299,395,-73.51667,55.00917
"Site 13 (Swain unpublished)",83,83,427,-87.53,46.3
"Lake CH2",1549,8300,830,-74.58333,49.68333
"Lake EC1",1550,8301,250,-75.1,56.28333
"Lake EC2",1551,8302,300,-74.945,56.02333
"Lake GB1",1553,8304,325,-75.24889,55.11083
"Lake GB2",1554,8305,300,-75.28333,56.1
"Lake LB1",1556,8306,200,-75.61667,57.91667
"Lake LR1",1557,8307,170,-75.25,58.58333
"Lake LR3",1558,8308,160,-75.245,58.57833
"Lake LT1",1559,8309,150,-75.15,58.14167
"First",807,831,326,-75.03053,41.13148
"Lake PWWL",1560,8310,110,-98.53889,73.59139
"Lake QC",1561,8311,333,-80.69833,46.82833
"Lake Six",1562,8312,305,-81.31667,48.4
"L'Anse aux Meadows Site",1566,8315,5,-55.55,51.57333
"Langdale Pond",1568,8316,58,-83.195,30.64167
"Tourbière de Lanoraie STJEAN",1569,8317,20,-73.21694,46
"Lateral Pond",1571,8318,470,-135.51417,65.94222
"Little Bayou Sara Site 1B",1573,8319,40,-91.44278,30.92583
"Fish Lake",808,832,91,-85.21667,73.03472
"Little Bayou Sara Site 4J",1574,8320,49,-91.48083,30.96167
"Leading Tickles",1576,8322,105,-55.47306,49.47139
"Lac à Léonard",1579,8324,17,-65.81278,49.20778
"Lily Lake",1585,8329,230,-135.4,59.2
"Lily Lake",1586,8330,258,-92.82755,45.04603
"Lily Lake",1587,8331,2469,-110.31667,43.76667
"Lily Lake Fen",1588,8332,2469,-110.31667,43.76667
"Little Bass Lake",1590,8333,391,-93.60713,47.28046
"Little Lake",1591,8334,64,-66.71497,45.14255
"Little Lake",1592,8335,217,-123.58764,44.16387
"LDDsite5772",1594,8336,206,-76.68306,44.8
"Lake Annie",1597,8339,34,-81.35466,27.20427
"Beaverhouse Lake",810,834,305,-101.68167,54.74222
"Lake of the Clouds",1598,8340,462,-91.11546,48.13873
"Lake Hope Simpson",1599,8341,295,-56.43333,52.45
"Little Lake",1600,8342,40,-63.93757,44.66762
"Lockport Gulf Section",1604,8344,109,-78.71667,43.16667
"Lofty Lake",1605,8345,620,-112.48083,54.72528
"Lone Fox Lake",1606,8346,1100,-119.71667,56.71667
"Lonesome Lake",1607,8347,831,-71.70111,44.14
"Long Lake (CA:Nunavut)",1608,8348,259,-101.23333,62.63333
"Longswamp",1610,8349,192,-75.66667,40.48333
"Floating Island Lake",811,835,2609,-107.46667,44.55
"Loon Pond",1611,8350,110,-68.2,45.03333
"Lost Lake",1613,8352,524,-87.97352,46.71878
"Lost Lake",1614,8353,1019,-110.49772,47.63305
"Lost P.",1615,8354,635,-71.25139,44.24694
"Lake Louise",1617,8355,49,-83.25833,30.725
"Louise Pond",1618,8356,650,-131.76501,52.94582
"Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7)",1619,8357,5,-80.41556,26.48111
"Fisherman Lake Region, Surface Sample 1",812,836,390,-123.73444,60.27583
"Lynn Lake",1629,8363,340,-101.04194,56.84167
"Tourbière du lac Malbaie",1636,8366,818,-70.97639,47.59722
"Maligne Lake",1638,8367,1675,-117.61667,52.73333
"Fisherman Lake",813,837,330,-123.71194,60.31417
"Mangrove Lake",1642,8371,0,-64.75,32.3
"Mansell Pond",1643,8372,58,-68.73333,45.04167
"Maplehurst Lake",1646,8374,300,-80.65972,43.225
"Lac Marcotte",1647,8375,503,-71.42278,47.07778
"M Lake",1648,8376,105,-133.46667,68.26667
"Marion Lake",1649,8377,305,-122.54722,49.30833
"Mariposa Lake",1651,8378,2730,-110.23333,44.15
"Lac Martyne",1653,8379,365,-64.83333,56.78333
"John Klondike Bog",814,838,460,-123.64667,60.35667
"Mashapaug Pond",1656,8381,12,-71.43333,41.78333
"Wapizagonke",1659,8382,230,-73.03056,46.72639
"Sud du Lac du Noyer",1660,8383,270,-72.83778,46.78778
"Mayberry Well",1661,8384,2080,-108.3,33.7
"Mayflower Lake",1662,8385,50,-66.07083,45.30278
"McCarston's Lake",1663,8386,433,-80.09,45.05
"McDougall Pond",1665,8387,0,-60.56694,47
"McLaughlan Lake",1667,8388,196,-76.55417,45.36333
"McMaster Lake",1668,8389,480,-110.58333,64.13333
"McNearney Lake",1669,8390,264,-84.96469,46.42327
"Medicine Lake",1676,8392,519,-97.36301,44.97734
"Lac Mélèze",1677,8393,650,-126.11667,65.21667
"Lake Mendota",1679,8395,257,-89.41667,43.1
"Mermaid Bog",1684,8398,15,-63.025,46.25
"Site 14 (Swain unpublished)",84,84,442,-87.97,46.05
"Forest Pond 1",816,840,2797,-109.93889,43.47167
"Lac Mimi",1698,8400,423,-70.37583,47.49694
"Minakokosa Lake",1699,8401,122,-155.03333,66.91667
"Mirror Pool",1703,8403,302,-97.24139,46.52583
"Molas Lake",1705,8405,3200,-107.68516,37.74574
"Molas Pass Bog",1706,8406,3220,-107.6975,37.73778
"Monhegan Island Meadow",1707,8407,3,-69.3,43.76667
"Lac Montagnais",1709,8408,800,-71.175,47.90778
"Montezuma Well",1710,8409,1081,-111.7528,34.6488
"Forest Pond 1",816,841,2797,-109.93889,43.47167
"Moon Lake",1711,8410,444,-98.16505,46.85061
"18 [Moraine Lake]",1712,8411,385,-58.05,52.26667
"Mordsger Lake",1713,8412,400,-94.25,51.38333
"Mosquito Lake Bog",1715,8414,198,-122.11778,48.76917
"Moulton Pond",1716,8415,143,-68.63917,44.6275
"Mud Creek Site 1",1718,8417,5,-80.60472,25.21972
"Mud Lake",1719,8418,9,-81.87499,29.29299
"Mud Lake",1721,8419,424,-94.76088,46.8557
"Forest Pond 2",817,842,2766,-109.95,43.43889
"Munday Creek",1723,8420,88,-141.96667,60.03333
"Muscotah Marsh",1725,8421,280,-95.51333,39.53
"Muskox Lake",1726,8422,305,-122.66667,71.78333
"Myrtle Lake",1729,8423,393,-93.39207,47.97876
"Natla Bog",1731,8424,1380,-128.8,63.01667
"Natural Lake",1732,8425,170,-95.38611,34.66333
"Nedlouc",1733,8426,330,-71.65,57.65
"Nels Lake",1735,8428,428,-91.90603,48.0178
"Nelson Pond",1736,8429,335,-92.68849,46.40564
"Forest Pond 2",817,843,2766,-109.95,43.43889
"Neville Marsh",1738,8431,305,-83.83333,40.54583
"Niantic",1740,8432,183,-89.15639,39.83917
"Nichols Brook Site",1741,8433,438,-78.47799,42.54357
"Nicol Lake",1742,8434,348,-103.48333,61.58333
"Niliq Lake",1748,8439,274,-160.43333,67.86667
"Forest Lake",818,844,1895,-112.16583,46.45167
"Nina Lake",1749,8440,380,-81.5,46.6
"No Bottom Pond",1756,8443,6,-70.20833,41.28333
"Nonconnah Creek [TN-1]",1757,8444,76,-89.91667,35.08333
"North Pond",1759,8445,586,-73.05517,42.64971
"Water Conservation Area 3B, Nuthouse Far Tail",1760,8446,5,-80.55667,25.88556
"Water Conservation Area 3B, Nuthouse Head",1761,8447,5,-80.5125,25.88917
"Nutt Lake",1762,8448,305,-79.45,45.21667
"Northwest River Pond",1763,8449,29,-60.16667,53.51667
"Forge Pond",819,845,69,-74.39917,40.85583
"Lake O'Hara",1765,8450,2015,-116.35,51.35972
"West Okoboji Lake",1766,8451,426,-95.2,43.33333
"Old Field",1768,8453,97,-89.83333,37.11667
"Oliver Pond",1770,8454,250,-89.32389,48.42222
"Ondris Pond",1772,8455,363,-94.41014,46.34085
"Opabin Lake",1776,8457,2280,-116.3125,51.34306
"Fox Pond",820,846,NA,-95.55833,47.165
"Otto Mielke Lake",1781,8461,495,-89.62886,45.92249
"Lac Ouellet",1782,8462,300,-68.94389,47.53278
"Palace Pier Section",1788,8467,73,-79.48,43.62
"Panther Run Pond",1789,8468,634,-77.41667,40.8
"Paradise Lake",1790,8469,180,-57.75,53.05
"Frains Lake",821,847,271,-83.63,42.33
"Park Pond 1",1792,8471,2705,-109.95944,43.46806
"Park Pond 2",1793,8472,2714,-109.94083,43.45
"Park Pond 3",1794,8473,2739,-109.92,43.45917
"Parkhill Creek",1795,8474,181,-81.75,43.18
"Parrott's Pond",1796,8475,74,-76.7,44.22
"Pasacaco Pond",1797,8476,3,-71.45,41.51667
"Pass Lake",1800,8478,250,-88.74,48.56
"Lac Patricia",1802,8479,538,-64.68,56.67
"Paynter Marsh",1806,8482,188,-78.34,44.1
"Pittsburg Basin",1812,8483,162,-89.19354,38.90054
"Pickerel Lake",1813,8484,395,-97.29067,45.47692
"Peatsah Section",1816,8485,92,-79.82,43.33
"Ped Pond",1818,8487,211,-142.06667,67.2
"Peggy Lake",1819,8488,470,-92,49.48
"Hayes Lake",823,849,391,-93.75,49.58333
"Perch Lake",1824,8492,701,-100.89889,51.65139
"Lac Petel",1826,8494,270,-66.26667,50.55
"Peterson Slough",1827,8495,460,-95.31667,46.96667
"Pilot Mound Site",1833,8498,352,-93.9,42.16
"Pinckneyville Creek Site 19",1834,8499,79,-91.47944,31.04583
"Site 15 (Swain unpublished)",85,85,488,-88.22,46.57
"French Lake",824,850,327,-94.42472,44.94333
"Pinckneyville Creek Site 20",1835,8500,79,-91.48194,31.04833
"Pinckneyville Creek Site 21",1836,8501,79,-91.48222,31.04778
"Pinecrest Lake",1838,8502,320,-121.43286,49.49253
"Pink Lake",1840,8503,162,-75.80833,45.46944
"Pitcher Bog",1841,8504,220,-79.98,44.82
"Pixie Lake",1842,8505,70,-124.19667,48.59639
"Lac Pluvieux",1893,8506,180,-69.35278,47.84389
"Poland Spring Pond",1896,8509,94,-70.35,44.03333
"Frenchmens Bay",825,851,75,-79.1,43.82
"Pond Mills Pond",1898,8510,274,-81.25,42.91667
"Porphyry Lake",1899,8511,1100,-123.83333,48.90556
"Porqui Pond",1900,8512,188,-79.78,44.93
"Portage Lake",1901,8513,397,-94.119,47.075
"Portage Marsh",1902,8514,189,-87.2225,41.57611
"Portage Bog",1903,8515,8,-64.075,46.67361
"Posy Lake",1905,8517,2653,-111.69798,37.93564
"Potato Lake",1906,8518,2205,-111.34528,34.46222
"Potts Mountain Pond",1907,8519,840,-80.13333,37.6
"Fresh Pond",826,852,28,-71.575,41.15833
"Powers Fort Swale",1908,8520,91,-90.58333,36.6
"Chesapeake Bay, Parker Creek",1909,8521,0,-76.47861,38.54778
"Protection Bog",1914,8524,430,-78.46667,42.62222
"Point Escuminac",1915,8525,6,-64.8,47.075
"Chesapeake Bay, Potomac River",1916,8526,0,-76.22,38.02694
"Chesapeake Bay, Patuxent River (2-P-5)",1918,8527,0,-76.30972,38.33333
"Puyuk Lake",1920,8529,15,-162.2,63.5
"Frying Pan Lake",827,853,2720,-111.66667,38.61667
"Pyle Site",1934,8530,250,-84.88333,40.66667
"Queens Lake",1937,8531,480,-110.56667,64.11667
"Quicksand Pond",1939,8533,285,-84.86528,34.32639
"Quillin Site",1940,8534,305,-81.96667,41
"Radtke Lake",1944,8535,274,-88.1,43.4
"Rivière-aux-Feuilles 1",1945,8536,205,-72.06694,58.23278
"Rivière-aux-Feuilles 2",1946,8537,225,-71.95,58.21694
"Tourbière de la Rivière-aux-Feuilles",1947,8538,200,-72.06694,58.23278
"Fudger Lake",828,854,320,-83.53333,40.1
"Ra Lake",1953,8540,330,-126.41667,65.23333
"Ramsay Lake",1954,8541,200,-76.1,45.6
"Ranger Lake",1955,8542,820,-153.65,67.14722
"Rapid Lake",1956,8543,3134,-109.19389,42.72889
"Rattle Lake",1957,8544,460,-92.7,49.35
"Rayburn's Dome",1959,8546,61,-93.16667,32.46667
"Rebel Lake",1973,8548,914,-149.8,67.41667
"Redondo Lake",1974,8549,460,-155.03333,67.68333
"Fudger Lake",828,855,320,-83.53333,40.1
"Vallée de l'Albion",1975,8550,320,-71.325,45.67083
"Redrock Lake",1976,8551,3095,-105.54167,40.08333
"Redstone Lake",1977,8552,914,-152.6,67.25
"Reidel Lake",1979,8553,443,-95.28417,46.21194
"Reindeer Lake",1980,8554,NA,-132.16667,69.11667
"Chesapeake Bay, Rhode River",1987,8555,0,-76.39472,38.88639
"Rhule Fen",1989,8556,268,-85.74167,39.95361
"Rice Lake",1990,8557,620,-101.55238,48.00267
"R Lake",1993,8558,147,-84.55833,54.30556
"Furnival Lake",829,856,440,-84.93,48.21
"L'Anse aux Meadows Road Cut Bog",2187,8560,0,-55.53,51.6
"Lac à Robin",2189,8561,50,-65.26694,48.05194
"Robinson's Pond",2190,8562,32,-58.8,48.26
"Lac des Roches Moutonnées",2191,8563,410,-64.81667,56.76667
"Rogers Lake",2194,8565,11,-72.3027,41.3491
"Lac Romer",2209,8566,18,-73.33083,45.96389
"Rose Swamp",2210,8567,228,-79.44,44.18
"Rose Lake",2212,8568,690,-77.925,41.91667
"Rossburg Bog",2213,8569,372,-93.6,46.58333
"Saint-Gabriel",830,857,250,-73.47583,46.27583
"Ross Pond",2214,8570,37,-69.41028,43.92139
"Rostock Mammoth Site",2215,8571,333,-81,43.5
"Lake RS29",2219,8572,180,-95.28333,73.13333
"Lake RS36",2225,8573,160,-95.06667,72.58333
"Ruppert Lake",2232,8574,210,-154.23333,67.06667
"Rutz Lake",2235,8576,314,-93.86307,44.86829
"Ryerse Lake",2239,8578,259,-85.17917,46.13194
"Lac au Sable",2240,8579,530,-66.21667,51.4
"Sakana Lake",2245,8581,640,-147.85,67.43333
"Lac à Sam",2253,8588,240,-72.97889,46.65417
"Gardiner's Hole",832,859,2215,-110.73333,44.91667
"Sandy Cove Pond",2257,8590,100,-57.71667,54.4
"San Joaquin Marsh",2258,8591,2,-117.85833,33.65833
"San Agustin Plains",2260,8592,2069,-108.25,33.86667
"Sarnia Elk Site Section",2261,8593,185,-82.32,42.98
"Lac Manitou",2262,8594,454,-74.46694,46.05778
"Lac aux Quenouilles",2263,8595,403,-74.39583,46.17194
"Sierra Bacha 1",2265,8597,220,-112.57639,29.77083
"Sierra Bacha 3",2266,8598,180,-112.63333,29.81944
"Lake Site South Burin Peninsula",2267,8599,114,-55.6125,46.91944
"Site 16 (Swain unpublished)",86,86,472,-88.45,46.57
"Gass Lake",833,860,211,-87.73333,44.05
"SC1 Pond",2268,8600,550,-131.90667,54.41667
"Scott Lake",2269,8601,51,-81.95017,27.95824
"Screaming Yellowlegs Pond",2270,8602,650,-151.41667,67.58333
"Seagull Lake",2271,8603,637,-145.21667,68.26667
"Kettle's Lake [Second Lake]",2272,8604,196,-79.98368,44.83891
"Seidel",2274,8605,211,-87.51556,44.45
"Gause Bog",834,861,113,-96.72111,30.785
"Seminary Site",2284,8613,NA,-96.75833,46.925
"LD Lake",2285,8614,122,-67.13194,50.14028
"Sewell Lake",2290,8619,370,-99.5909,49.8369
"Georgian Bay, Lake Huron (1)",835,862,176,-80.86,44.74
"Saint-Francois de Sales",2291,8620,358,-72.14694,48.29389
"Shady Valley Bog",2292,8621,383,-81.93333,36.525
"Shagawa Lake",2293,8622,492,-91.86667,47.91667
"Shangri-La Bog",2294,8623,595,-132.40833,53.26667
"Shaws Bog",2295,8624,30,-64.18333,45.01667
"Mont Shefford",2296,8625,282,-72.58472,45.35889
"Sherd Lake",2299,8626,2665,-107.01325,44.26894
"Shouldice Lake",2300,8627,206,-81.41667,45.15
"Silver Lake",2302,8628,69,-63.64278,44.56333
"Silver Lake",2303,8629,332,-83.81531,40.35123
"Georgian Bay, Lake Huron (2)",836,863,176,-81.32,45.17
"Silver",2304,8630,402,-74.9949,41.24598
"Sinkhole Pond",2308,8633,95,-70.35,43.96667
"Sioux Pond",2309,8634,410,-91.56667,49.93333
"Sleet Lake",2392,8637,NA,-133.58333,69.28333
"Slough Creek Pond",2492,8638,1884,-110.35,44.93333
"Slow River",2493,8639,265,-100.75,63.03333
"Lac Geai",837,864,365,-73.99278,45.99583
"Smoot Lake Bog",2494,8640,292,-82.44583,40.20556
"Snowshoe Lake",2496,8642,900,-120.66667,57.45
"Spirit Lake",2502,8644,203,-86.95833,46.47
"Splains Gulch",2503,8645,3150,-107.06889,38.83278
"Splains Lake",2504,8646,3165,-107.08325,38.82933
"Spring Lake",2506,8648,835,-119.58333,55.51139
"Spring Lake",2507,8649,342,-76.35,41.67389
"Lac Geai",837,865,365,-73.99278,45.99583
"Spruce Pond",2508,8650,223,-74.18424,41.23597
"Stages Pond",2512,8654,212,-82.9375,39.66806
"Starkweather Pond",2513,8655,2438,-119.0675,37.6625
"Saint John Island Pond",2516,8656,137,-58.91667,53.95
"Stotzel-Leis Site",2520,8657,309,-84.68944,40.21667
"Sugarloaf Pond",2521,8658,100,-52.66667,47.61667
"Sulphur Lake",2522,8659,847,-137.95778,60.95
"Surprise Lake",2526,8662,540,-122.56279,49.31934
"Sutherland Pond",2527,8663,380,-74.03778,41.39139
"Swamp Lake",2529,8665,1554,-119.81667,37.95
"Swan Lake",2530,8666,1164,-102.51851,41.71443
"Swartswood Lake",2531,8667,150,-74.85321,41.06347
"Sweet Little Lake",2532,8668,NA,-132.01667,67.65
"Szabo Pond",2533,8669,29,-74.48333,40.4
"Tamarack Creek",2534,8670,244,-91.45,44.15
"Tangle Lakes",2535,8671,NA,-146.06333,63.02944
"Tannersville Bog",2536,8672,277,-75.27217,41.03345
"Taupawshas Bog",2539,8674,14,-70.05833,41.275
"Taylor Creek Site 2",2540,8675,5,-80.64389,25.20556
"Taylor Lake",2541,8676,4,-123.90667,46.10056
"Taylor Slough Site 15",2542,8677,5,-80.68722,25.20194
"Taylor Slough Site 7",2543,8678,5,-80.64639,25.28722
"Ten Lakes",2546,8680,2743,-119.53333,37.9
"Ten Mile Lake",2547,8681,1000,-145.7,63.06667
"Quallen Lake [Terhell Pond]",2548,8682,448,-95.79,47.19078
"Petit Lac Terrien",2549,8683,404,-70.62,46.58
"Tiinkdhul Lake",2551,8684,189,-143.15,66.58333
"Tioga Pass Pond",2553,8686,3018,-119.25833,37.90833
"Titicut Swamp",2554,8687,20,-71.03333,41.95
"Thompson Landing",2555,8688,180,-110.79167,63.06667
"Toboggan Lake",2556,8689,1480,-114.60076,50.81468
"George (BE)",841,869,300,-93.87575,44.22929
"Tonawa Lake",2560,8692,274,-77.175,44.85
"Tonquin Creek",2561,8693,1935,-118.36667,52.73333
"Lac à la Tortue",2562,8694,137,-73.31694,45.54583
"Tuktoyaktuk 5",2569,8696,60,-133.45,69.05
"Lake Tulane",2570,8697,32,-81.50634,27.58253
"Site 17 (Swain unpublished)",87,87,421,-88.85,46.6
"Lac à St-Germain",842,870,473,-74.37083,45.94583
"Tunica Bayou Site 22",2574,8701,31,-91.51944,30.96278
"Tunica Bayou Site 23",2575,8702,31,-91.51944,30.96194
"Tunturi Lake",2576,8703,610,-67.5,55.01667
"Lac Turcotte",2577,8704,447,-65.76278,49.15778
"Tuskegee Pond",2578,8705,240,-84.21056,35.58472
"Twin Lakes (CA:British Columbia)",2784,8707,1100,-116.3678,50.78295
"Twin Lakes",2785,8708,3290,-108.10256,37.46906
"Tyrrell Lake",2787,8709,660,-135.65556,66.05
"Lac à St-Germain",842,871,473,-74.37083,45.94583
"Unknown Pond",2791,8712,489,-70.63601,45.60351
"Upper Graven Lake",2792,8713,446,-95.30694,46.18444
"Upper Mallot Lake",2793,8714,422,-84.25833,47.30833
"Upper South Branch Pond",2795,8715,300,-68.89721,46.08507
"Valhalla Hollow",2805,8724,480,-74.37083,44.30861
"Van Nostrand Lake",2806,8725,297,-79.38,44
"Giles",844,873,732,-75.09881,41.37281
"Vestaburg Bog",2814,8733,255,-84.88333,43.41667
"Baie du Diana",2815,8734,50,-69.83278,60.78278
"Volo Bog",2822,8735,229,-88.18475,42.35154
"Walker Lake",2825,8737,950,-124.00222,48.52917
"Watchtower Basin",2828,8739,NA,-117.08333,52.78333
"Upper Gillies Lake",845,874,81,-60.39167,46.06667
"Waubashene Nippissing Transgression Site",2829,8740,190,-79.68,44.78
"Water Conservation Area 2A, Site 2 (Site F1)",2846,8741,5,-80.37056,26.35972
"Water Conservation Area 2A, Site 3 (Site U3)",2847,8742,5,-80.41139,26.2875
"Water Conservation Area 3A, Site 4 (CA315 (AAS))",2848,8743,5,-80.6688,25.974
"Wells Mastodon Site",2850,8744,NA,-86.43333,41.08333
"Wentzel's Pond",2851,8745,435,-94.95,46.95
"Weslemkoon Lake",2852,8746,316,-77.43333,45.03333
"Whitney's Gulch",2854,8747,98,-57.3,51.51667
"Whyac Lake",2856,8748,15,-124.84444,48.67222
"Wien Lake",2857,8749,305,-151.26667,64.33333
"Glacial Lake",846,875,120,-166.26667,64.86667
"Wilcox Pass",2858,8750,2355,-117.21667,52.24167
"Willow River Pond",2859,8751,314,-92.78143,46.32382
"Winneconnet Pond",2862,8752,20,-71.11667,41.96667
"Winter Gulf Site",2863,8753,248,-78.93389,42.56111
"Wintergreen Lake",2864,8754,271,-85.38333,42.4
"Wild Spear Lake",2865,8755,880,-114.15,59.25
"Wolf Creek",2932,8756,375,-94.11667,46.11667
"Wolsfeld Lake",2933,8757,292,-93.57713,45.00181
"Wolverine Lake",2934,8758,259,-85.66111,46.42917
"Wonder Lake",2935,8759,610,-151.08333,63.48333
"Wood Lake",2937,8760,464,-90.08333,45.33333
"Woody Cove Section",2939,8761,10,-59.36667,47.86167
"Point Woronzof Peat Section",2940,8762,NA,-149.48,61.12
"Woski Pond",2941,8763,1212,-119.625,37.725
"Wylde Bog",2943,8765,484,-80.4,43.9
"Wylde Lake",2944,8766,484,-80.4,43.91
"Lac Yelle",2947,8769,356,-79.63778,48.50389
"Glatsch Lake",848,877,426,-92.62,47.28
"Yellow Dog Pond",2948,8770,445,-87.94333,46.75414
"Yesterday Lake",2949,8771,1050,-119.48333,56.76667
"Zuehl Farm Site",2951,8773,356,-93.87,43.03
"Found Lake",2952,8774,488,-78.64,45.55
"Head Lake",2955,8776,2300,-105.74761,37.70644
"Como Lake",2957,8778,3523,-105.51561,37.56888
"Basswood Road Lake/Splan Pond",2959,8779,106,-67.33336,45.25246
"Jones Lake [Glenboro site]",849,878,409,-99.2976,49.4427
"Bechan Cave",244,8780,1280,-110.86667,37.36667
"Boney Spring",295,8781,210,-93.36694,38.11194
"Cascade Fen [Engineer Mountain Bog]",339,8782,2690,-107.81018,37.64548
"Cummins Pond",524,8784,229,-89.34667,48.4075
"Cummins Pond",524,8785,229,-89.34667,48.4075
"Toadlena Lake [Dead Man Lake]",655,8787,2759,-108.95715,36.23381
"Disterhaft Farm Bog",680,8792,244,-89.16694,43.91694
"E Lake",770,8795,735,-99.6594,50.6907
"Ferndale Bog",804,8796,263,-95.80833,34.40556
"Floating Island Lake",811,8797,2609,-107.46667,44.55
"Heart Lake",728,8799,661,-73.97256,44.18038
"Site 18 (Swain unpublished)",88,88,488,-88.88,46.35
"Hershop Bog",529,8800,124,-97.60833,29.58333
"Horseshoe Lake",1077,8801,277,-93.04778,45.46028
"Horseshoe Lake",1077,8802,277,-93.04778,45.46028
"Jacobson Lake",1128,8803,324,-92.71694,46.41694
"John Klondike Bog",814,8804,460,-123.64667,60.35667
"Kellys Hollow",1410,8805,470,-90.35,45.3
"Marais de Keswick",1416,8806,221,-79.51278,44.19583
"Kirchner Marsh",1483,8807,286,-93.1249,44.7693
"GMM045",852,881,NA,-127.5,66.16667
"Lake Ann",1544,8810,291,-93.69945,45.41613
"Lake BI2",257,8811,210,-76.37833,57.11667
"Lake Mary",197,8812,488,-89.9,46.25
"Lake of the Clouds",1129,8813,1550,-71.31667,44.26667
"Lake of the Clouds",1129,8814,1550,-71.31667,44.26667
"Lake of the Clouds",1598,8815,462,-91.11546,48.13873
"Lake of the Clouds",1598,8816,462,-91.11546,48.13873
"Lake Louise",1617,8817,49,-83.25833,30.725
"McNearney Lake",1669,8818,264,-84.96469,46.42327
"McNearney Lake",1669,8819,264,-84.96469,46.42327
"GMM046",853,882,NA,-126.16667,65.83333
"Medicine Lake",1676,8820,519,-97.36301,44.97734
"Lake Mendota",1679,8821,257,-89.41667,43.1
"Lake Minnie",1701,8823,430,-95.01084,47.24089
"Mohawk Pond",558,8824,360,-73.2945,41.80939
"Muscotah Marsh",1725,8826,280,-95.51333,39.53
"Nichols Brook Site",1741,8827,438,-78.47799,42.54357
"Patschke Bog",1803,8829,142,-97.11667,30.36667
"GMM047",854,883,NA,-128.16667,65.75
"Pittsburg Basin",1812,8830,162,-89.19354,38.90054
"Pittsburg Basin",1812,8831,162,-89.19354,38.90054
"Pittsburg Basin",1812,8832,162,-89.19354,38.90054
"Pittsburg Basin",1812,8833,162,-89.19354,38.90054
"Pogonia Bog Pond",1814,8834,292,-93.63376,45.03387
"Pickerel Lake",1813,8835,395,-97.29067,45.47692
"Pogonia Bog Pond",1814,8837,292,-93.63376,45.03387
"Portage Marsh",1902,8838,189,-87.2225,41.57611
"Potato Lake",1906,8839,2205,-111.34528,34.46222
"GMM051",855,884,NA,-123.5,64.83333
"Potato Lake",1906,8840,2205,-111.34528,34.46222
"Pretty Lake",2954,8841,294,-85.25,41.58306
"Saint-Raymond",1877,8843,160,-71.80778,46.89194
"Rice Lake",1991,8844,443,-95.575,46.92222
"Rockyhock Bay",751,8845,6,-76.68333,36.16667
"Rosebud",2211,8846,NA,-101.09078,43.00035
"Sagehen Marsh",2241,8847,2085,-108.50389,37.47389
"Sagehen Marsh",2241,8848,2085,-108.50389,37.47389
"GMM052",856,885,NA,-122.7,64.41667
"San Agustin Plains",2260,8850,2069,-108.25,33.86667
"San Agustin Plains",2260,8851,2069,-108.25,33.86667
