"sitename","siteid","datasetid","altitude","longitude","latitude","sitedescription","depositionalenvironment"
"Shagawa Lake",2293,8622,492,-91.86667,47.91667,"LGLA. Physiography: rolling glacial moriane and bedrock.","Lacustrine"
"Shangri-La Bog",2294,8623,595,-132.40833,53.26667,"Small mire in bedrock depression. Physiography: on Mt. Needham, southwest Graham Island. Surrounding vegetation: Ts mert, Chamae noot, Pinus contorta.","Mire"
"Shaws Bog",2295,8624,30,-64.18333,45.01667,"Peat bog in valley of Shey Brook. Physiography: irregular hilly area. Surrounding vegetation: Prunus/Picea/Larix/Acer/Populus/Betula.","Mire"
"Mont Shefford",2296,8625,282,-72.58472,45.35889,"Red maple - Balsam fir Carr. Physiography: central depression on monteregian hill. Surrounding vegetation: Tilio - Aceretum sacchari.","Swamp"
"Sherd Lake",2299,8626,2665,-107.01237,44.2697,"Moraine dammed lake. Physiography: Bighorn Mountains. Surrounding vegetation: lodgepole pine forest.","Glacial Origin Lake"
"Shouldice Lake",2300,8627,206,-81.41667,45.15,NA,"Natural Lake"
"Silver Lake",2302,8628,69,-63.64278,44.56333,NA,"Lacustrine"
"Silver Lake",2303,8629,332,-83.812515,40.354335,"Silver Lake is a compound kettle located on the Central Lowland Till Plain, and was formed when the Miami Sublobe of the Lake Erie Lobe of the Laurentide Ice Sheet retreated from what is now the Farmersville Moraine. Surrounding vegetation: agriculture, oak, hickory, black cherry.","Kettle Lake"
"Georgian Bay, Lake Huron (2)",836,863,176,-81.32,45.17,NA,"Glacial Origin Lake"
"Silver",2304,8630,402,-74.986015,41.25132,NA,"Glacial Origin Lake"
"Sinkhole Pond",2308,8633,95,-70.35,43.96667,"Kettle lake in glaciomarine delta. Physiography: outwash plain (glaciomarine delta). Surrounding vegetation: oak and pitch pine.","Kettle Lake"
"Sioux Pond",2309,8634,410,-91.56667,49.93333,"Small lake with floating peat mat. Physiography: sioux lookout moraine. Surrounding vegetation: black spruce/jack pine/balsam fir.","Glacial Origin Lake"
"Sleet Lake",2392,8637,NA,-133.58333,69.28333,"Glacial origin lake. Physiography: rolling hills on Tuktoyaktuk Pininsula. Surrounding vegetation: dwarf Betula, Ericaceae, Salix.","Glacial Origin Lake"
"Slough Creek Pond",2492,8638,1884,-110.35,44.93333,"Kettle lake. Physiography: Lamar River Valley, mountainous. Surrounding vegetation: Pseudotsuga parkland.","Kettle Lake"
"Slow River",2493,8639,265,-100.75,63.03333,NA,"Mire"
"Lac Geai",837,864,365,-73.99278,45.99583,"Rock basin lake. Physiography: till covered hilly bedrock. Surrounding vegetation: Betulo luteae - Aceretum sacchari.","Natural Lake"
"Smoot Lake Bog",2494,8640,292,-82.44583,40.20556,"Physiography: till plain.","Fen"
"Snowshoe Lake",2496,8642,900,-120.66667,57.45,"Lake among oriented glacial features. Physiography: Milligan Hills, rolling uplands. Surrounding vegetation: Picea glauca, P. mariana, Pinus contorta.","Glacial Origin Lake"
"Spirit Lake",2502,8644,203,-86.95833,46.47,"Lake with floating mat.","Glacial Origin Lake"
"Splains Gulch",2503,8645,3150,-107.06889,38.83278,"Sedge peat fen bisected by small stream. Physiography: small basin in glaciated mountains. Surrounding vegetation: Picea engelmannii-Abies lasiocarpa.","Fen"
"Splains Lake",2504,8646,3165,-107.078195,38.83164,"Montane glacial lake (water 1.7 m deep). Physiography: small basin in glaciated mountains. Surrounding vegetation: Picea engelmannii-Abies lasiocarpa.","Moraine Dammed Lake"
"Spring Lake",2506,8648,835,-119.58333,55.51139,"Glacial montane lake. Physiography: glaciated mountain foothills. Surrounding vegetation: Populus,Pinus,Picea;Salix,Betula glndlsa.","Glacial Origin Lake"
"Spring Lake",2507,8649,342,-76.35,41.67389,NA,"Lacustrine"
"Lac Geai",837,865,365,-73.99278,45.99583,"Rock basin lake. Physiography: till covered hilly bedrock. Surrounding vegetation: Betulo luteae - Aceretum sacchari.","Natural Lake"
"Spruce Pond",2508,8650,223,-74.1833,41.23687,"Small kettle lake. Physiography: Hudson Highlands. Surrounding vegetation Quercus, Betula, Acer, Fagus, and Liriodendron.","Kettle Lake"
"Stages Pond",2512,8654,212,-82.9375,39.66806,"Kettle lake with sedge border. Physiography: dead ice moraine. Surrounding vegetation: Salix/Cephalanthus/Carex.","Kettle Lake"
"Starkweather Pond",2513,8655,2438,-119.0675,37.6625,"Glacial scour lake. Physiography: Sierra Nevada mountains. Surrounding vegetation: lodgepole/white pine, red fir.","Glacial Scour Lake"
"Saint John Island Pond",2516,8656,137,-58.91667,53.95,NA,"Lacustrine"
"Stotzel-Leis Site",2520,8657,309,-84.68944,40.21667,"Fen in oval kettle depression. Physiography: till plain; Bloomer, Union City moraines.","Fen"
"Sugarloaf Pond",2521,8658,100,-52.66667,47.61667,"Rock basin lake. Physiography: bedrock valley. Surrounding vegetation: poor Abies balsamea, Picea mariana.","Glacial Scour Lake"
"Sulphur Lake",2522,8659,847,-137.95778,60.95,"Large two basined lake. Physiography: Shakwak Trench b Kluane Hills/Ruby Range. Surrounding vegetation: Picea glauca dominated forest.","Glacial Origin Lake"
"Surprise Lake",2526,8662,540,-122.562125,49.31969,"Small, boggy pond. Physiography: hilly to mountainous. Surrounding vegetation: western hemlock/red cedar/ericaceous shb.","Lacustrine"
"Sutherland Pond",2527,8663,380,-74.03778,41.39139,"Small pond. Physiography: Hudson Highlands/steep slopes/ravines. Surrounding vegetation: Tsuga/Liriodendron/Fraxinus/Tilia/Acer.","Lacustrine"
"Swamp Lake",2529,8665,1554,-119.81667,37.95,"Small lake. Physiography: Sierra Nevada Mountain Range. Surrounding vegetation: Pinus ponderosa, Pinus jeffreyi.","Natural Lake"
"Swan Lake",2530,8666,1164,-102.499255,41.72106,NA,"Interdunal Lake"
"Swartswood Lake",2531,8667,150,-74.83698,41.072335,"Lake formed by glacial drift damming the stream flow. Physiography: glaciated mountains. Surrounding vegetation: mixed deciduous/coniferous forest.","Moraine Dammed Lake"
"Sweet Little Lake",2532,8668,NA,-132.01667,67.65,"Small lake. Physiography: rolling hummocky complex of kame and kettl. Surrounding vegetation: Picea/Betula/Salix/Alnus.","Kettle Lake"
"Szabo Pond",2533,8669,29,-74.48333,40.4,"Frost-thaw basin, ground ice hollow. Physiography: Inner coastal plain. Surrounding vegetation: Fagus/Acer/Osmunda.","Thermokarst Lake"
"Tamarack Creek",2534,8670,244,-91.45,44.15,NA,"Mire"
"Tangle Lakes",2535,8671,NA,-146.06333,63.02944,"Small lake. Physiography: Gulkana Upland. Surrounding vegetation: Betula/Ericales/Spirea/Picea/Populus.","Lacustrine"
"Tannersville Bog",2536,8672,277,-75.263845,41.038875,"Poor fen dominated by black spruce (Picea mariana), tamarack (Larix laricina), and an understory of ericaceous shrubs and Sphagnum mosses","Mire"
"Taupawshas Bog",2539,8674,14,-70.05833,41.275,"Kettle-hole bog. Physiography: moraine. Surrounding vegetation: Nantucket Island coastal heathland.","Bog"
"Taylor Creek Site 2",2540,8675,5,-80.64389,25.20556,"Dwarf Rhizophora/wet prairie. Physiography: coastal plain. Surrounding vegetation: dwarf Rhizophora scrub forest.","Marsh"
"Taylor Lake",2541,8676,4,-123.90667,46.10056,"Dune dammed lake. Physiography: Clatsop Plain. Surrounding vegetation: conifers, understory ferns/berries.","Dune Dammed Lake"
"Taylor Slough Site 15",2542,8677,5,-80.68722,25.20194,"Cladium marsh with Rhizophora. Physiography: coastal plain. Surrounding vegetation: Cladium marsh.","Marsh"
"Taylor Slough Site 7",2543,8678,5,-80.64639,25.28722,"(short) Cladium marsh with Rhizophora. Physiography: coastal plain. Surrounding vegetation: Cladium marsh.","Marsh"
"Ten Lakes",2546,8680,2743,-119.53333,37.9,"Small lake in hanging valley. Physiography: Sierra Nevada Mountain Range. Surrounding vegetation: Pinus contorta, Tsuga, Pinus strobus.","Glacial Scour Lake"
"Ten Mile Lake",2547,8681,1000,-145.7,63.06667,"Lake in glacial outwash. Physiography: rolling hills to south of Alaska Range. Surrounding vegetation: birch-willow shrub tundra.","Kettle Lake"
"Quallen Lake [Terhell Pond]",2548,8682,448,-95.786645,47.19324,"Kettle lake. Physiography: stagnation moraine, rolling. Surrounding vegetation: maple-basswood forest, cultivated fields.","Lacustrine"
"Petit Lac Terrien",2549,8683,404,-70.62,46.58,NA,"Lacustrine"
"Tiinkdhul Lake",2551,8684,189,-143.15,66.58333,"Maar lake. Physiography: rolling hills of uplands. Surrounding vegetation: spruce forest.","Volcanic Origin Lake"
"Tioga Pass Pond",2553,8686,3018,-119.25833,37.90833,"Kettle pond. Physiography: Sierra Nevada mountains. Surrounding vegetation: Pinus contorta, P. albicaulis.","Kettle Lake"
"Titicut Swamp",2554,8687,20,-71.03333,41.95,"Kettle lake. Physiography: glaciated Tauton River Valley. Surrounding vegetation: Acer/Ilex/Clethra/Vaccinium.","Swamp"
"Thompson Landing",2555,8688,180,-110.79167,63.06667,"Peat cliff on edge of unnamed lake. Physiography: low relief. Surrounding vegetation: tundra.","Lacustrine"
"Toboggan Lake",2556,8689,1480,-114.59946,50.815305,"Kettle lake in glacio-fluvial gravels. Physiography: Rocky Mountain foothills. Surrounding vegetation: Picea glauca, Pinus contorta, Populus tremuloides.","Kettle Lake"
"George (BE)",841,869,300,-93.870705,44.232795,"Kettle lake on stagnation moraine. Original vegetation was the ""Big Woods."" dominated by Ulmus, Quercus, Acer saccharum, and Tilia americana.","Kettle Lake"
"Tonawa Lake",2560,8692,274,-77.175,44.85,NA,"Unknown"
"Tonquin Creek",2561,8693,1935,-118.36667,52.73333,"Small depression. Physiography: rugged valley with kame and esker features. Surrounding vegetation: Picea Abies.","Lacustrine"
"Lac à la Tortue",2562,8694,137,-73.31694,45.54583,"Rock basin lake with marginal bog. Physiography: steep sided hills on monteregian hill. Surrounding vegetation: Tilio - Aceretum sacchari.","Natural Lake"
"Tuktoyaktuk 5",2569,8696,60,-133.45,69.05,"Kettle lake. Physiography: rolling morainic terrain.","Kettle Lake"
"Lake Tulane",2570,8697,32,-81.503395,27.58613,"Sinkhole lake on the Lake Wales Ridge. Native vegetation was Florida srcub with Pinus elliotti and Pinus clausa, but lake is now in the town of Avon Park. Lake has two basins, north and south.","Solution Origin Lake"
"Site 17 (Swain unpublished)",87,87,421,-88.85,46.6,NA,"Unknown"
"Lac à St-Germain",842,870,473,-74.37083,45.94583,"Steep-sided rock basin lake. Physiography: hilly morainic landscape. Surrounding vegetation: Betulo luteae - Aceretum sacchari.","Natural Lake"
"Tunica Bayou Site 22",2574,8701,31,-91.51944,30.96278,"Streamcut bluff; alluvial sediments. Physiography: dissected, loess-capped upland.","Stream-cut Exposure"
"Tunica Bayou Site 23",2575,8702,31,-91.51944,30.96194,"Streamcut bluff; alluvial sediments. Physiography: dissected, loess-capped upland.","Stream-cut Exposure"
"Tunturi Lake",2576,8703,610,-67.5,55.01667,NA,"Lacustrine"
"Lac Turcotte",2577,8704,447,-65.76278,49.15778,"Rock basin, irregular shape. Physiography: undulating plateau with shallow till. Surrounding vegetation: Betulo papyriferaea - Abietetum.","Natural Lake"
"Tuskegee Pond",2578,8705,240,-84.21056,35.58472,"Pond in scourpool of aban. river channel. Physiography: third terrace above Little Tennessee R. Surrounding vegetation: agricultural, 2nd growth oak-hickory.","Fluvial Origin Lake"
"Twin Lakes (CA:British Columbia)",2784,8707,1100,-116.36186,50.7871,"Surrounding vegetation: Ponderosa Pine and Douglas Fir.","Kettle Lake"
"Twin Lakes",2785,8708,3290,-108.10256,37.46906,"Depression in headward end of landslide. Physiography: La Plata Mountains. Surrounding vegetation: engelmann spruce/subalpine fir.","Lake Marginal Fen"
"Tyrrell Lake",2787,8709,660,-135.65556,66.05,"Lk in ungl.val lateral to central gl.val. Physiography: Richardson Mountains. Surrounding vegetation: spruce forest, shrub-birch tundra.","Moraine Dammed Lake"
"Lac à St-Germain",842,871,473,-74.37083,45.94583,"Steep-sided rock basin lake. Physiography: hilly morainic landscape. Surrounding vegetation: Betulo luteae - Aceretum sacchari.","Natural Lake"
"Unknown Pond",2791,8712,489,-70.633335,45.60459,NA,"Glacial Origin Lake"
"Upper Graven Lake",2792,8713,446,-95.30694,46.18444,"Kettle lake in Parkers Prairie sandplain. Physiography: outwash plain, local relief 6 m. Surrounding vegetation: oak woodland.","Kettle Lake"
"Upper Mallot Lake",2793,8714,422,-84.25833,47.30833,NA,"Unknown"
"Upper South Branch Pond",2795,8715,300,-68.893285,46.090115,"Lake formed by moraine dam on Lower South Branch Pond and delta between the upper and lower lakes emanating from Howe Brook. Lake is surrounded by northern hardwoods-spruce forest, dominated by Betula papyrifera, Populus tremuloides, P. grandidentata, Acer rubrum, Abies balsamea, Picea glauca, P. rubens, Acer saccharum, Pinus strobus, Betula lutea, and Fagus grandifolia.","Moraine Dammed Lake"
"Valhalla Hollow",2805,8724,480,-74.37083,44.30861,"Small hollow, 9x10 m. Physiography: kettlehole in outwash train. Surrounding vegetation: Pin strobus/Bet pap/Abies bals forest.","Small Hollow"
"Van Nostrand Lake",2806,8725,297,-79.38,44,NA,"Lacustrine"
"Giles",844,873,732,-75.093185,41.37709,"Lake. Physiography: glaciated mountains. Surrounding vegetation: mixed deciduous/coniferous forest.","Glacial Origin Lake"
"Vestaburg Bog",2814,8733,255,-84.88333,43.41667,NA,"Lacustrine"
"Baie du Diana",2815,8734,50,-69.83278,60.78278,"Rock basin in tundra barrens. Physiography: rugged, hilly morainic landscape. Surrounding vegetation: Herb tundra, rock outcrops numerous.","Natural Lake"
"Volo Bog",2822,8735,229,-88.18475,42.35154,NA,"Mire"
"Walker Lake",2825,8737,950,-124.00222,48.52917,"Physiography: San Juan Ridge, S. Vancouver Is. Ranges. Surrounding vegetation: sedges, hemlock, fir, cedar.","Unknown"
"Watchtower Basin",2828,8739,NA,-117.08333,52.78333,"Small bog in bedrock depression. Physiography: Maligne range Rocky Mountains. Surrounding vegetation: Abies/Picea/Salix/Potentilla.","Bog"
"Upper Gillies Lake",845,874,81,-60.39167,46.06667,NA,"Lacustrine"
"Waubashene Nippissing Transgression Site",2829,8740,190,-79.68,44.78,NA,"Unknown"
"Water Conservation Area 2A, Site 2 (Site F1)",2846,8741,5,-80.37056,26.35972,"Typha marsh. Physiography: coastal plain. Surrounding vegetation: Typha marsh.","Marsh"
"Water Conservation Area 2A, Site 3 (Site U3)",2847,8742,5,-80.41139,26.2875,"Cladium marsh. Physiography: coastal plain. Surrounding vegetation: Cladium marsh.","Marsh"
"Water Conservation Area 3A, Site 4 (CA315 (AAS))",2848,8743,5,-80.6688,25.974,"Cladium marsh with Nymphaea. Physiography: coastal plain. Surrounding vegetation: Cladium marsh.","Marsh"
"Wells Mastodon Site",2850,8744,NA,-86.43333,41.08333,"Drainage ditch/Mastodon excavation. Physiography: valley train and outwash/gently rolling. Surrounding vegetation: cultivated, drainage ditch.","Mire"
"Wentzel's Pond",2851,8745,435,-94.95,46.95,"Pond in meltwater channel. Physiography: Park Rapids Outwash Plain. Surrounding vegetation: Pinus banksiana, Quercus macrocarpa.","Glacial Meltwater Channel Lake"
"Weslemkoon Lake",2852,8746,316,-77.43333,45.03333,"Glacial scour lake. Physiography: Laurentian Highlands.","Glacial Scour Lake"
"Whitney's Gulch",2854,8747,98,-57.3,51.51667,"Oval ice-gouged depression. Physiography: Mecatina Plateau/Laurentian region. Surrounding vegetation: Rubus/birch/alder/juniper/spruce.","Glacial Scour Lake"
"Whyac Lake",2856,8748,15,-124.84444,48.67222,"Kettle lake. Physiography: glacially scoured landscape. Surrounding vegetation: hemlock, cedar, spruce, myrica, bog.","Kettle Lake"
"Wien Lake",2857,8749,305,-151.26667,64.33333,"Lake of unknown origin. Physiography: gentlly rolling hills. Surrounding vegetation: spruce forest.","Natural Lake (Origin Unknown)"
"Glacial Lake",846,875,120,-166.26667,64.86667,"Morainally dammed lake. Physiography: glacial valley. Surrounding vegetation: shrub tundra.","Moraine Dammed Lake"
"Wilcox Pass",2858,8750,2355,-117.21667,52.24167,"Small bog in shallow bedrock basin. Physiography: mountainous. Surrounding vegetation: alpine tundra, esp. Salix, Dryas.","Bog"
"Willow River Pond",2859,8751,314,-92.78081,46.324305,"Kettle lake on sandy outwash plain. Physiography: moderately hilly. Surrounding vegetation: jack pine/white pine/aspen.","Kettle Lake"
"Winneconnet Pond",2862,8752,20,-71.11667,41.96667,NA,"Lacustrine"
"Winter Gulf Site",2863,8753,248,-78.93389,42.56111,"The section of organic silts, sands and clays is exposed in a stream cut adjacent to U.S. Hwy. 62, 3.8 km south of North Collins.","Fluvial"
"Wintergreen Lake",2864,8754,271,-85.38333,42.4,NA,"Lacustrine"
"Wild Spear Lake",2865,8755,880,-114.15,59.25,"Depression in ground moraine. Physiography: ground moraine. Surrounding vegetation: Picea mariana/Sphagnum muskeg.","Kettle Lake"
"Wolf Creek",2932,8756,375,-94.11667,46.11667,NA,"Other"
"Wolsfeld Lake",2933,8757,292,-93.57276,45.005015,"Kettle lake. Physiography: rolling stagnation moraine. Surrounding vegetation: elm-maple-basswood-oak forest.","Kettle Lake"
"Wolverine Lake",2934,8758,259,-85.66111,46.42917,NA,"Lacustrine"
"Wonder Lake",2935,8759,610,-151.08333,63.48333,"Morainally dammed lake. Physiography: valley lowland in Alaska Range. Surrounding vegetation: spruce forest with tundra in mountains.","Moraine Dammed Lake"
"Wood Lake",2937,8760,464,-90.08333,45.33333,"Kettle lake. Physiography: rolling end moraine; Woodfordian drift. Surrounding vegetation: Alnus rugosa/Betula pap./Pinus strobus.","Kettle Lake"
"Woody Cove Section",2939,8761,10,-59.36667,47.86167,"Coastal cliff section, 5-30 m high. Physiography: Codroy Lowland, relief 10-20 m. Surrounding vegetation: spruce-fir boreal forest.","Coastal"
"Point Woronzof Peat Section",2940,8762,NA,-149.48,61.12,"Peat section.","Mire"
"Woski Pond",2941,8763,1212,-119.625,37.725,"Cutoff meander of Merced River. Physiography: glacial valley bottom. Surrounding vegetation: Pinus/Calocedrus/Quercus/Alnus/Rubus.","Lacustrine"
"Wylde Bog",2943,8765,484,-80.4,43.9,NA,"Bog"
